x, y, z
0.110555, -0.112627, -0.107823
0.111357, -0.111834, -0.106222
0.112534, -0.110649, -0.103857
0.114059, -0.109077, -0.100764
0.115731, -0.107301, -0.097330
0.117421, -0.105450, -0.093812
0.119091, -0.103560, -0.090287
0.120736, -0.101637, -0.086768
0.122355, -0.099682, -0.083259
0.123944, -0.097699, -0.079768
0.125507, -0.095683, -0.076298
0.127043, -0.093634, -0.072847
0.128555, -0.091547, -0.069416
0.130041, -0.089423, -0.066005
0.131503, -0.087259, -0.062614
0.132939, -0.085055, -0.059243
0.134349, -0.082809, -0.055893
0.135730, -0.080527, -0.052557
0.137078, -0.078211, -0.049233
0.138396, -0.075853, -0.045932
0.139685, -0.073452, -0.042655
0.140943, -0.071008, -0.039404
0.142169, -0.068522, -0.036179
0.143361, -0.065992, -0.032982
0.144518, -0.063418, -0.029814
0.145639, -0.060799, -0.026676
0.146722, -0.058137, -0.023570
0.147766, -0.055429, -0.020496
0.148769, -0.052677, -0.017458
0.149730, -0.049879, -0.014455
0.150648, -0.047037, -0.011491
0.151519, -0.044150, -0.008567
0.152343, -0.041217, -0.005686
0.153117, -0.038240, -0.002848
0.153840, -0.035218, -0.000058
0.154510, -0.032151, 0.002682
0.155125, -0.029042, 0.005370
0.155682, -0.025888, 0.008002
0.156180, -0.022692, 0.010575
0.156616, -0.019454, 0.013085
0.156989, -0.016176, 0.015527
0.157295, -0.012858, 0.017897
0.157534, -0.009503, 0.020189
0.157702, -0.006114, 0.022399
0.157797, -0.002695, 0.024517
0.157818, 0.000749, 0.026533
0.157764, 0.004212, 0.028437
0.157633, 0.007688, 0.030217
0.157424, 0.011169, 0.031859
0.157140, 0.014638, 0.033345
0.156782, 0.018076, 0.034655
0.156356, 0.021446, 0.035762
0.155877, 0.024687, 0.036636
0.155370, 0.027698, 0.037248
0.154875, 0.030346, 0.037587
0.154431, 0.032529, 0.037686
0.154059, 0.034248, 0.037607
0.153757, 0.035580, 0.037411
0.153513, 0.036619, 0.037137
0.153316, 0.037434, 0.036798
0.153161, 0.038064, 0.036393
0.153045, 0.038527, 0.035920
0.152962, 0.038857, 0.035328
0.152919, 0.039025, 0.034600
0.152925, 0.039002, 0.033749
0.152982, 0.038778, 0.032763
0.153093, 0.038335, 0.031594
0.153273, 0.037612, 0.030153
0.153540, 0.036507, 0.028334
0.153907, 0.034925, 0.026074
0.154358, 0.032874, 0.023436
0.154850, 0.030474, 0.020581
0.155343, 0.027852, 0.017636
0.155813, 0.025087, 0.014665
0.156248, 0.022222, 0.011695
0.156638, 0.019281, 0.008735
0.156978, 0.016280, 0.005788
0.157265, 0.013230, 0.002856
0.157494, 0.010137, -0.000060
0.157664, 0.007009, -0.002960
0.157773, 0.003850, -0.005846
0.157819, 0.000665, -0.008717
0.157800, -0.002541, -0.011575
0.157715, -0.005768, -0.014419
0.157563, -0.009010, -0.017250
0.157343, -0.012264, -0.020069
0.157054, -0.015529, -0.022877
0.156696, -0.018801, -0.025673
0.156268, -0.022079, -0.028458
0.155769, -0.025360, -0.031233
0.155199, -0.028641, -0.033999
0.154558, -0.031921, -0.036756
0.153846, -0.035196, -0.039503
0.153061, -0.038463, -0.042240
0.152206, -0.041720, -0.044967
0.151278, -0.044967, -0.047684
0.150279, -0.048202, -0.050391
0.149207, -0.051423, -0.053088
0.148064, -0.054628, -0.055776
0.146849, -0.057816, -0.058455
0.145562, -0.060984, -0.061125
0.144203, -0.064130, -0.063786
0.142773, -0.067254, -0.066439
0.141271, -0.070354, -0.069084
0.139698, -0.073428, -0.071723
0.138054, -0.076474, -0.074357
0.136339, -0.079491, -0.076987
0.134555, -0.082475, -0.079614
0.132746, -0.085357, -0.082328
0.130837, -0.088255, -0.084966
0.128863, -0.091112, -0.087598
0.126825, -0.093929, -0.090225
0.124721, -0.096705, -0.092850
0.122552, -0.099440, -0.095476
0.120324, -0.102124, -0.098101
0.118051, -0.104743, -0.100713
0.115782, -0.107246, -0.103261
0.113695, -0.109456, -0.105553
0.112075, -0.111114, -0.107300
0.110966, -0.112222, -0.108479
