x, y, z
0.788505, -0.150334, -0.010006
0.788706, -0.149277, -0.009622
0.789000, -0.147714, -0.009055
0.789381, -0.145665, -0.008317
0.789798, -0.143386, -0.007499
0.790219, -0.141046, -0.006663
0.790635, -0.138696, -0.005829
0.791044, -0.136342, -0.005002
0.791446, -0.133987, -0.004181
0.791841, -0.131635, -0.003371
0.792228, -0.129284, -0.002573
0.792608, -0.126934, -0.001788
0.792981, -0.124582, -0.001017
0.793348, -0.122228, -0.000262
0.793707, -0.119870, 0.000478
0.794060, -0.117509, 0.001201
0.794407, -0.115145, 0.001907
0.794746, -0.112776, 0.002602
0.795079, -0.110404, 0.003287
0.795405, -0.108029, 0.003953
0.795725, -0.105650, 0.004600
0.796038, -0.103267, 0.005227
0.796343, -0.100881, 0.005833
0.796643, -0.098492, 0.006418
0.796935, -0.096100, 0.006981
0.797220, -0.093704, 0.007520
0.797498, -0.091306, 0.008035
0.797769, -0.088905, 0.008526
0.798034, -0.086501, 0.008991
0.798291, -0.084096, 0.009428
0.798541, -0.081688, 0.009838
0.798783, -0.079280, 0.010219
0.799019, -0.076870, 0.010570
0.799247, -0.074461, 0.010889
0.799468, -0.072052, 0.011176
0.799681, -0.069644, 0.011428
0.799887, -0.067238, 0.011644
0.800085, -0.064834, 0.011823
0.800276, -0.062435, 0.011963
0.800459, -0.060041, 0.012062
0.800635, -0.057653, 0.012118
0.800803, -0.055274, 0.012129
0.800963, -0.052905, 0.012092
0.801115, -0.050549, 0.012005
0.801259, -0.048211, 0.011866
0.801395, -0.045896, 0.011670
0.801523, -0.043608, 0.011415
0.801642, -0.041354, 0.011094
0.801753, -0.039143, 0.010706
0.801855, -0.036985, 0.010245
0.801949, -0.034899, 0.009708
0.802033, -0.032909, 0.009095
0.802107, -0.031055, 0.008411
0.802170, -0.029394, 0.007677
0.802220, -0.027996, 0.006933
0.802257, -0.026901, 0.006232
0.802284, -0.026090, 0.005603
0.802303, -0.025504, 0.005051
0.802316, -0.025088, 0.004561
0.802325, -0.024803, 0.004118
0.802330, -0.024629, 0.003707
0.802332, -0.024560, 0.003321
0.802331, -0.024597, 0.002925
0.802326, -0.024759, 0.002519
0.802317, -0.025056, 0.002121
0.802303, -0.025497, 0.001729
0.802283, -0.026107, 0.001325
0.802256, -0.026947, 0.000888
0.802216, -0.028099, 0.000403
0.802161, -0.029632, -0.000130
0.802089, -0.031518, -0.000682
0.802003, -0.033644, -0.001220
0.801905, -0.035904, -0.001728
0.801797, -0.038237, -0.002202
0.801680, -0.040614, -0.002645
0.801554, -0.043020, -0.003060
0.801420, -0.045447, -0.003450
0.801278, -0.047889, -0.003819
0.801128, -0.050343, -0.004167
0.800969, -0.052806, -0.004498
0.800802, -0.055277, -0.004812
0.800628, -0.057755, -0.005111
0.800445, -0.060237, -0.005396
0.800254, -0.062725, -0.005668
0.800054, -0.065215, -0.005927
0.799847, -0.067710, -0.006176
0.799632, -0.070207, -0.006413
0.799408, -0.072706, -0.006640
0.799177, -0.075207, -0.006858
0.798937, -0.077711, -0.007066
0.798690, -0.080216, -0.007266
0.798434, -0.082723, -0.007458
0.798170, -0.085230, -0.007642
0.797899, -0.087738, -0.007818
0.797619, -0.090245, -0.007987
0.797331, -0.092751, -0.008147
0.797036, -0.095258, -0.008301
0.796732, -0.097764, -0.008446
0.796421, -0.100271, -0.008585
0.796101, -0.102778, -0.008716
0.795773, -0.105284, -0.008840
0.795438, -0.107790, -0.008957
0.795094, -0.110296, -0.009068
0.794742, -0.112803, -0.009172
0.794382, -0.115311, -0.009270
0.794014, -0.117820, -0.009363
0.793638, -0.120330, -0.009451
0.793253, -0.122841, -0.009536
0.792861, -0.125346, -0.009687
0.792460, -0.127855, -0.009779
0.792052, -0.130362, -0.009867
0.791635, -0.132868, -0.009951
0.791210, -0.135376, -0.010033
0.790777, -0.137886, -0.010112
0.790335, -0.140392, -0.010192
0.789889, -0.142884, -0.010272
0.789446, -0.145311, -0.010352
0.789041, -0.147493, -0.010424
0.788728, -0.149157, -0.010477
0.788515, -0.150281, -0.010513
