x, y, z
0.159408, -0.061309, -0.007400
0.159497, -0.061079, -0.007236
0.159585, -0.060848, -0.007073
0.159672, -0.060617, -0.006910
0.159760, -0.060386, -0.006748
0.159934, -0.059923, -0.006425
0.160108, -0.059458, -0.006105
0.160280, -0.058991, -0.005788
0.160452, -0.058524, -0.005474
0.160622, -0.058054, -0.005162
0.160791, -0.057584, -0.004854
0.160960, -0.057111, -0.004548
0.161127, -0.056638, -0.004245
0.161293, -0.056162, -0.003945
0.161459, -0.055686, -0.003649
0.161623, -0.055207, -0.003355
0.161786, -0.054727, -0.003065
0.161948, -0.054245, -0.002778
0.162109, -0.053762, -0.002496
0.162269, -0.053276, -0.002217
0.162429, -0.052789, -0.001942
0.162587, -0.052300, -0.001671
0.162744, -0.051809, -0.001404
0.162900, -0.051316, -0.001142
0.163055, -0.050820, -0.000886
0.163209, -0.050323, -0.000634
0.163363, -0.049823, -0.000386
0.163515, -0.049321, -0.000144
0.163666, -0.048817, 0.000093
0.163816, -0.048311, 0.000325
0.163966, -0.047802, 0.000552
0.164114, -0.047291, 0.000772
0.164261, -0.046776, 0.000986
0.164407, -0.046259, 0.001192
0.164553, -0.045739, 0.001393
0.164697, -0.045217, 0.001587
0.164840, -0.044692, 0.001775
0.164982, -0.044165, 0.001959
0.165123, -0.043636, 0.002138
0.165263, -0.043104, 0.002311
0.165402, -0.042568, 0.002474
0.165540, -0.042028, 0.002626
0.165677, -0.041482, 0.002763
0.165815, -0.040930, 0.002883
0.165951, -0.040371, 0.002986
0.166088, -0.039806, 0.003071
0.166224, -0.039233, 0.003138
0.166360, -0.038653, 0.003184
0.166496, -0.038063, 0.003203
0.166632, -0.037461, 0.003193
0.166701, -0.037154, 0.003171
0.166771, -0.036841, 0.003130
0.166842, -0.036518, 0.003064
0.166915, -0.036180, 0.002955
0.166977, -0.035896, 0.002831
0.167008, -0.035750, 0.002759
0.167040, -0.035598, 0.002668
0.167058, -0.035515, 0.002604
0.167068, -0.035468, 0.002557
0.167074, -0.035442, 0.002525
0.167081, -0.035406, 0.002467
0.167088, -0.035374, 0.002335
0.167088, -0.035375, 0.002296
0.167086, -0.035384, 0.002236
0.167080, -0.035410, 0.002143
0.167066, -0.035480, 0.002001
0.167049, -0.035560, 0.001889
0.167010, -0.035739, 0.001721
0.166958, -0.035981, 0.001559
0.166905, -0.036227, 0.001409
0.166851, -0.036477, 0.001269
0.166795, -0.036730, 0.001141
0.166681, -0.037246, 0.000908
0.166564, -0.037765, 0.000685
0.166445, -0.038286, 0.000472
0.166323, -0.038810, 0.000267
0.166200, -0.039337, 0.000070
0.166074, -0.039865, -0.000122
0.165946, -0.040394, -0.000309
0.165816, -0.040925, -0.000492
0.165684, -0.041456, -0.000673
0.165550, -0.041987, -0.000851
0.165414, -0.042518, -0.001028
0.165277, -0.043049, -0.001205
0.165138, -0.043579, -0.001382
0.164997, -0.044109, -0.001559
0.164855, -0.044638, -0.001737
0.164711, -0.045167, -0.001914
0.164565, -0.045695, -0.002092
0.164418, -0.046223, -0.002270
0.164268, -0.046751, -0.002447
0.164118, -0.047278, -0.002625
0.163965, -0.047804, -0.002802
0.163811, -0.048330, -0.002979
0.163655, -0.048856, -0.003157
0.163497, -0.049381, -0.003334
0.163338, -0.049905, -0.003512
0.163177, -0.050429, -0.003689
0.163014, -0.050952, -0.003867
0.162850, -0.051475, -0.004044
0.162684, -0.051998, -0.004222
0.162516, -0.052519, -0.004399
0.162347, -0.053041, -0.004576
0.162176, -0.053562, -0.004754
0.162003, -0.054082, -0.004931
0.161828, -0.054601, -0.005109
0.161652, -0.055120, -0.005286
0.161475, -0.055639, -0.005464
0.161295, -0.056157, -0.005641
0.161113, -0.056676, -0.005812
0.160930, -0.057194, -0.005989
0.160746, -0.057710, -0.006165
0.160560, -0.058226, -0.006341
0.160372, -0.058741, -0.006518
0.160183, -0.059256, -0.006694
0.159991, -0.059770, -0.006870
0.159799, -0.060284, -0.007047
0.159702, -0.060540, -0.007135
0.159604, -0.060797, -0.007223
0.159506, -0.061053, -0.007311
0.159408, -0.061309, -0.007400
