x, y, z
0.144570, -0.065149, -0.011972
0.144721, -0.064812, -0.011715
0.144872, -0.064475, -0.011458
0.145021, -0.064137, -0.011202
0.145171, -0.063798, -0.010946
0.145467, -0.063119, -0.010438
0.145761, -0.062437, -0.009934
0.146053, -0.061752, -0.009434
0.146342, -0.061065, -0.008939
0.146628, -0.060374, -0.008447
0.146912, -0.059680, -0.007960
0.147193, -0.058984, -0.007477
0.147471, -0.058284, -0.006999
0.147747, -0.057582, -0.006526
0.148020, -0.056876, -0.006057
0.148290, -0.056168, -0.005593
0.148558, -0.055456, -0.005134
0.148823, -0.054741, -0.004680
0.149085, -0.054023, -0.004232
0.149344, -0.053301, -0.003790
0.149601, -0.052576, -0.003353
0.149855, -0.051848, -0.002923
0.150107, -0.051116, -0.002499
0.150355, -0.050379, -0.002083
0.150601, -0.049639, -0.001674
0.150844, -0.048895, -0.001272
0.151085, -0.048147, -0.000878
0.151322, -0.047395, -0.000491
0.151557, -0.046639, -0.000111
0.151789, -0.045879, 0.000260
0.152018, -0.045115, 0.000623
0.152244, -0.044346, 0.000977
0.152467, -0.043572, 0.001321
0.152688, -0.042793, 0.001655
0.152905, -0.042010, 0.001978
0.153120, -0.041221, 0.002293
0.153331, -0.040429, 0.002599
0.153539, -0.039632, 0.002897
0.153743, -0.038832, 0.003189
0.153944, -0.038027, 0.003471
0.154142, -0.037216, 0.003739
0.154338, -0.036397, 0.003990
0.154531, -0.035568, 0.004218
0.154721, -0.034729, 0.004421
0.154910, -0.033879, 0.004598
0.155096, -0.033018, 0.004749
0.155279, -0.032145, 0.004872
0.155460, -0.031258, 0.004962
0.155638, -0.030356, 0.005013
0.155815, -0.029435, 0.005020
0.155903, -0.028964, 0.004997
0.155992, -0.028482, 0.004947
0.156082, -0.027985, 0.004858
0.156175, -0.027464, 0.004706
0.156251, -0.027025, 0.004527
0.156290, -0.026799, 0.004423
0.156330, -0.026563, 0.004291
0.156352, -0.026433, 0.004195
0.156365, -0.026360, 0.004127
0.156372, -0.026318, 0.004078
0.156381, -0.026262, 0.003991
0.156390, -0.026208, 0.003792
0.156390, -0.026208, 0.003733
0.156388, -0.026219, 0.003640
0.156382, -0.026257, 0.003498
0.156365, -0.026358, 0.003281
0.156345, -0.026477, 0.003107
0.156299, -0.026746, 0.002845
0.156236, -0.027111, 0.002591
0.156171, -0.027482, 0.002353
0.156105, -0.027860, 0.002131
0.156035, -0.028244, 0.001927
0.155892, -0.029025, 0.001554
0.155744, -0.029811, 0.001197
0.155590, -0.030602, 0.000854
0.155432, -0.031397, 0.000523
0.155268, -0.032195, 0.000204
0.155100, -0.032996, -0.000107
0.154927, -0.033799, -0.000411
0.154750, -0.034603, -0.000709
0.154567, -0.035408, -0.001003
0.154381, -0.036213, -0.001293
0.154190, -0.037017, -0.001582
0.153995, -0.037821, -0.001870
0.153795, -0.038624, -0.002159
0.153592, -0.039425, -0.002448
0.153384, -0.040226, -0.002738
0.153172, -0.041025, -0.003027
0.152956, -0.041823, -0.003317
0.152736, -0.042620, -0.003606
0.152512, -0.043415, -0.003896
0.152283, -0.044210, -0.004185
0.152051, -0.045003, -0.004474
0.151814, -0.045796, -0.004763
0.151573, -0.046587, -0.005053
0.151328, -0.047376, -0.005342
0.151079, -0.048165, -0.005631
0.150826, -0.048952, -0.005921
0.150569, -0.049738, -0.006210
0.150307, -0.050522, -0.006499
0.150042, -0.051305, -0.006789
0.149772, -0.052087, -0.007078
0.149499, -0.052867, -0.007367
0.149221, -0.053646, -0.007657
0.148939, -0.054423, -0.007946
0.148654, -0.055199, -0.008235
0.148364, -0.055973, -0.008525
0.148070, -0.056746, -0.008814
0.147772, -0.057517, -0.009103
0.147469, -0.058290, -0.009383
0.147163, -0.059059, -0.009671
0.146852, -0.059826, -0.009958
0.146538, -0.060592, -0.010246
0.146220, -0.061356, -0.010534
0.145898, -0.062118, -0.010821
0.145572, -0.062878, -0.011109
0.145242, -0.063637, -0.011397
0.145075, -0.064016, -0.011541
0.144908, -0.064394, -0.011684
0.144739, -0.064772, -0.011828
0.144570, -0.065149, -0.011972
