x, y, z
0.038702, -0.046901, -0.048067
0.039078, -0.046588, -0.047272
0.039452, -0.046272, -0.046478
0.039824, -0.045952, -0.045685
0.040194, -0.045629, -0.044893
0.040930, -0.044970, -0.043313
0.041660, -0.044295, -0.041740
0.042384, -0.043603, -0.040173
0.043100, -0.042895, -0.038614
0.043810, -0.042170, -0.037060
0.044512, -0.041428, -0.035514
0.045206, -0.040670, -0.033975
0.045891, -0.039895, -0.032442
0.046568, -0.039102, -0.030917
0.047237, -0.038292, -0.029400
0.047895, -0.037465, -0.027890
0.048544, -0.036620, -0.026388
0.049182, -0.035759, -0.024893
0.049811, -0.034877, -0.023409
0.050429, -0.033977, -0.021933
0.051036, -0.033059, -0.020466
0.051631, -0.032122, -0.019010
0.052215, -0.031164, -0.017563
0.052786, -0.030187, -0.016129
0.053344, -0.029188, -0.014705
0.053889, -0.028170, -0.013294
0.054420, -0.027131, -0.011893
0.054935, -0.026071, -0.010505
0.055435, -0.024991, -0.009128
0.055918, -0.023890, -0.007763
0.056385, -0.022767, -0.006413
0.056834, -0.021621, -0.005076
0.057265, -0.020452, -0.003756
0.057678, -0.019258, -0.002451
0.058070, -0.018042, -0.001163
0.058440, -0.016803, 0.000111
0.058787, -0.015545, 0.001372
0.059110, -0.014268, 0.002622
0.059408, -0.012973, 0.003860
0.059680, -0.011657, 0.005083
0.059927, -0.010314, 0.006284
0.060147, -0.008939, 0.007457
0.060340, -0.007524, 0.008596
0.060504, -0.006066, 0.009695
0.060636, -0.004563, 0.010752
0.060733, -0.003016, 0.011768
0.060791, -0.001423, 0.012740
0.060807, 0.000222, 0.013661
0.060777, 0.001928, 0.014521
0.060695, 0.003702, 0.015309
0.060631, 0.004630, 0.015662
0.060549, 0.005599, 0.015973
0.060446, 0.006627, 0.016221
0.060312, 0.007752, 0.016371
0.060177, 0.008738, 0.016401
0.060099, 0.009254, 0.016392
0.060011, 0.009812, 0.016339
0.059957, 0.010136, 0.016267
0.059924, 0.010331, 0.016198
0.059903, 0.010450, 0.016140
0.059872, 0.010629, 0.016022
0.059824, 0.010892, 0.015690
0.059815, 0.010941, 0.015576
0.059805, 0.010996, 0.015392
0.059797, 0.011040, 0.015090
0.059800, 0.011025, 0.014592
0.059815, 0.010941, 0.014163
0.059869, 0.010643, 0.013438
0.059953, 0.010158, 0.012647
0.060038, 0.009645, 0.011883
0.060122, 0.009107, 0.011144
0.060205, 0.008540, 0.010434
0.060362, 0.007350, 0.009067
0.060498, 0.006132, 0.007726
0.060611, 0.004889, 0.006406
0.060700, 0.003625, 0.005107
0.060763, 0.002343, 0.003824
0.060799, 0.001045, 0.002556
0.060807, -0.000264, 0.001298
0.060787, -0.001582, 0.000050
0.060738, -0.002907, -0.001191
0.060660, -0.004234, -0.002428
0.060553, -0.005563, -0.003662
0.060416, -0.006890, -0.004895
0.060251, -0.008212, -0.006128
0.060056, -0.009530, -0.007363
0.059833, -0.010843, -0.008597
0.059581, -0.012151, -0.009832
0.059301, -0.013452, -0.011068
0.058992, -0.014748, -0.012302
0.058655, -0.016036, -0.013537
0.058290, -0.017317, -0.014772
0.057896, -0.018590, -0.016006
0.057475, -0.019854, -0.017241
0.057027, -0.021108, -0.018475
0.056550, -0.022352, -0.019710
0.056047, -0.023586, -0.020944
0.055517, -0.024808, -0.022179
0.054961, -0.026018, -0.023413
0.054377, -0.027215, -0.024648
0.053768, -0.028400, -0.025883
0.053133, -0.029571, -0.027117
0.052473, -0.030728, -0.028352
0.051787, -0.031870, -0.029586
0.051077, -0.032996, -0.030821
0.050342, -0.034107, -0.032056
0.049582, -0.035202, -0.033290
0.048799, -0.036279, -0.034525
0.047993, -0.037340, -0.035759
0.047154, -0.038394, -0.036979
0.046300, -0.039419, -0.038211
0.045424, -0.040426, -0.039443
0.044526, -0.041413, -0.040675
0.043606, -0.042380, -0.041907
0.042665, -0.043327, -0.043139
0.041704, -0.044253, -0.044371
0.040723, -0.045158, -0.045603
0.040225, -0.045602, -0.046219
0.039722, -0.046041, -0.046835
0.039215, -0.046474, -0.047451
0.038702, -0.046901, -0.048067
