x, y, z
0.085154, -0.064184, -0.030027
0.085515, -0.063702, -0.029460
0.085874, -0.063218, -0.028894
0.086230, -0.062732, -0.028328
0.086584, -0.062243, -0.027763
0.087284, -0.061257, -0.026638
0.087976, -0.060259, -0.025521
0.088659, -0.059250, -0.024412
0.089332, -0.058229, -0.023309
0.089996, -0.057198, -0.022213
0.090650, -0.056156, -0.021125
0.091294, -0.055102, -0.020045
0.091929, -0.054037, -0.018972
0.092553, -0.052961, -0.017907
0.093167, -0.051873, -0.016850
0.093770, -0.050775, -0.015802
0.094363, -0.049665, -0.014762
0.094944, -0.048544, -0.013730
0.095515, -0.047410, -0.012709
0.096075, -0.046265, -0.011697
0.096624, -0.045108, -0.010696
0.097161, -0.043939, -0.009705
0.097687, -0.042757, -0.008726
0.098201, -0.041563, -0.007759
0.098703, -0.040356, -0.006805
0.099193, -0.039136, -0.005863
0.099670, -0.037904, -0.004933
0.100135, -0.036658, -0.004017
0.100587, -0.035401, -0.003113
0.101025, -0.034130, -0.002222
0.101450, -0.032846, -0.001346
0.101861, -0.031548, -0.000486
0.102258, -0.030235, 0.000357
0.102641, -0.028908, 0.001182
0.103010, -0.027566, 0.001990
0.103363, -0.026211, 0.002782
0.103700, -0.024843, 0.003560
0.104021, -0.023464, 0.004326
0.104325, -0.022074, 0.005079
0.104612, -0.020671, 0.005816
0.104882, -0.019251, 0.006529
0.105137, -0.017810, 0.007212
0.105374, -0.016344, 0.007858
0.105595, -0.014851, 0.008460
0.105798, -0.013329, 0.009016
0.105982, -0.011778, 0.009528
0.106146, -0.010198, 0.009993
0.106288, -0.008584, 0.010402
0.106409, -0.006930, 0.010744
0.106506, -0.005230, 0.011009
0.106545, -0.004353, 0.011097
0.106578, -0.003450, 0.011138
0.106605, -0.002508, 0.011112
0.106624, -0.001504, 0.010979
0.106632, -0.000645, 0.010775
0.106634, -0.000201, 0.010647
0.106634, 0.000271, 0.010472
0.106633, 0.000535, 0.010334
0.106632, 0.000688, 0.010229
0.106631, 0.000778, 0.010152
0.106630, 0.000907, 0.010009
0.106629, 0.001059, 0.009663
0.106629, 0.001075, 0.009554
0.106629, 0.001080, 0.009384
0.106629, 0.001049, 0.009115
0.106630, 0.000921, 0.008692
0.106632, 0.000749, 0.008344
0.106634, 0.000323, 0.007794
0.106634, -0.000281, 0.007231
0.106631, -0.000902, 0.006697
0.106623, -0.001539, 0.006190
0.106612, -0.002194, 0.005714
0.106576, -0.003535, 0.004820
0.106522, -0.004893, 0.003955
0.106450, -0.006263, 0.003114
0.106360, -0.007645, 0.002294
0.106251, -0.009036, 0.001492
0.106123, -0.010434, 0.000706
0.105975, -0.011837, -0.000068
0.105809, -0.013244, -0.000833
0.105623, -0.014652, -0.001590
0.105418, -0.016061, -0.002341
0.105194, -0.017469, -0.003090
0.104951, -0.018874, -0.003838
0.104689, -0.020276, -0.004586
0.104409, -0.021673, -0.005335
0.104110, -0.023066, -0.006085
0.103792, -0.024455, -0.006835
0.103456, -0.025839, -0.007585
0.103102, -0.027219, -0.008335
0.102729, -0.028595, -0.009084
0.102338, -0.029965, -0.009834
0.101928, -0.031330, -0.010583
0.101500, -0.032689, -0.011332
0.101054, -0.034043, -0.012082
0.100590, -0.035390, -0.012831
0.100108, -0.036731, -0.013581
0.099609, -0.038066, -0.014330
0.099091, -0.039394, -0.015080
0.098556, -0.040714, -0.015829
0.098003, -0.042028, -0.016579
0.097432, -0.043333, -0.017328
0.096845, -0.044632, -0.018078
0.096240, -0.045922, -0.018827
0.095617, -0.047204, -0.019577
0.094978, -0.048477, -0.020326
0.094322, -0.049742, -0.021076
0.093649, -0.050998, -0.021825
0.092959, -0.052245, -0.022574
0.092247, -0.053491, -0.023307
0.091524, -0.054720, -0.024054
0.090783, -0.055940, -0.024801
0.090027, -0.057149, -0.025547
0.089254, -0.058349, -0.026294
0.088466, -0.059538, -0.027041
0.087661, -0.060716, -0.027787
0.086841, -0.061883, -0.028534
0.086425, -0.062463, -0.028907
0.086005, -0.063039, -0.029281
0.085582, -0.063613, -0.029654
0.085154, -0.064184, -0.030027
