x, y, z
0.052019, -0.055522, -0.042976
0.052441, -0.055124, -0.042232
0.052860, -0.054722, -0.041488
0.053277, -0.054316, -0.040745
0.053691, -0.053907, -0.040002
0.054513, -0.053075, -0.038523
0.055327, -0.052227, -0.037052
0.056131, -0.051361, -0.035589
0.056925, -0.050479, -0.034132
0.057710, -0.049581, -0.032683
0.058484, -0.048665, -0.031241
0.059248, -0.047733, -0.029807
0.060000, -0.046783, -0.028382
0.060741, -0.045816, -0.026964
0.061471, -0.044833, -0.025555
0.062189, -0.043832, -0.024154
0.062894, -0.042814, -0.022762
0.063586, -0.041779, -0.021378
0.064266, -0.040725, -0.020006
0.064933, -0.039653, -0.018643
0.065586, -0.038564, -0.017290
0.066225, -0.037456, -0.015949
0.066850, -0.036329, -0.014619
0.067460, -0.035183, -0.013303
0.068055, -0.034017, -0.011998
0.068635, -0.032832, -0.010707
0.069198, -0.031628, -0.009429
0.069744, -0.030405, -0.008164
0.070273, -0.029162, -0.006911
0.070783, -0.027900, -0.005673
0.071275, -0.026618, -0.004450
0.071748, -0.025315, -0.003243
0.072202, -0.023990, -0.002054
0.072636, -0.022643, -0.000882
0.073048, -0.021275, 0.000271
0.073438, -0.019887, 0.001409
0.073805, -0.018480, 0.002532
0.074147, -0.017057, 0.003641
0.074463, -0.015617, 0.004739
0.074754, -0.014158, 0.005819
0.075020, -0.012675, 0.006875
0.075260, -0.011162, 0.007900
0.075473, -0.009615, 0.008887
0.075659, -0.008027, 0.009828
0.075814, -0.006399, 0.010723
0.075936, -0.004731, 0.011572
0.076023, -0.003023, 0.012373
0.076073, -0.001266, 0.013116
0.076081, 0.000545, 0.013790
0.076045, 0.002419, 0.014386
0.076008, 0.003393, 0.014637
0.075956, 0.004404, 0.014841
0.075886, 0.005469, 0.014976
0.075795, 0.006621, 0.015000
0.075701, 0.007622, 0.014919
0.075646, 0.008142, 0.014853
0.075584, 0.008701, 0.014737
0.075547, 0.009022, 0.014627
0.075524, 0.009211, 0.014536
0.075510, 0.009325, 0.014465
0.075489, 0.009494, 0.014325
0.075459, 0.009724, 0.013962
0.075455, 0.009761, 0.013842
0.075450, 0.009796, 0.013650
0.075449, 0.009807, 0.013342
0.075458, 0.009737, 0.012842
0.075475, 0.009605, 0.012420
0.075522, 0.009223, 0.011725
0.075591, 0.008643, 0.010984
0.075657, 0.008039, 0.010274
0.075721, 0.007412, 0.009592
0.075782, 0.006759, 0.008941
0.075891, 0.005405, 0.007699
0.075977, 0.004025, 0.006487
0.076038, 0.002625, 0.005299
0.076074, 0.001206, 0.004133
0.076083, -0.000228, 0.002986
0.076065, -0.001675, 0.001855
0.076019, -0.003131, 0.000737
0.075944, -0.004594, -0.000372
0.075841, -0.006061, -0.001473
0.075710, -0.007531, -0.002569
0.075549, -0.009000, -0.003661
0.075360, -0.010466, -0.004753
0.075142, -0.011928, -0.005845
0.074897, -0.013385, -0.006938
0.074623, -0.014836, -0.008032
0.074321, -0.016282, -0.009125
0.073991, -0.017721, -0.010219
0.073633, -0.019154, -0.011313
0.073247, -0.020579, -0.012406
0.072834, -0.021998, -0.013500
0.072393, -0.023408, -0.014593
0.071925, -0.024809, -0.015686
0.071430, -0.026200, -0.016779
0.070908, -0.027582, -0.017873
0.070359, -0.028954, -0.018966
0.069783, -0.030314, -0.020059
0.069182, -0.031663, -0.021153
0.068554, -0.033000, -0.022246
0.067901, -0.034325, -0.023339
0.067221, -0.035636, -0.024433
0.066517, -0.036935, -0.025526
0.065787, -0.038219, -0.026619
0.065033, -0.039489, -0.027713
0.064254, -0.040744, -0.028806
0.063451, -0.041984, -0.029899
0.062624, -0.043208, -0.030993
0.061773, -0.044415, -0.032086
0.060891, -0.045617, -0.033162
0.059993, -0.046792, -0.034253
0.059072, -0.047950, -0.035343
0.058128, -0.049090, -0.036434
0.057163, -0.050211, -0.037524
0.056176, -0.051312, -0.038615
0.055167, -0.052395, -0.039705
0.054138, -0.053458, -0.040795
0.053616, -0.053982, -0.041341
0.053088, -0.054500, -0.041886
0.052556, -0.055014, -0.042431
0.052019, -0.055522, -0.042976
