x, y, z
0.025618, -0.021293, -0.039558
0.025721, -0.021169, -0.038962
0.025822, -0.021045, -0.038366
0.025924, -0.020920, -0.037771
0.026026, -0.020793, -0.037176
0.026229, -0.020536, -0.035988
0.026434, -0.020272, -0.034803
0.026639, -0.020001, -0.033622
0.026844, -0.019724, -0.032443
0.027050, -0.019441, -0.031267
0.027256, -0.019151, -0.030094
0.027462, -0.018854, -0.028924
0.027669, -0.018550, -0.027758
0.027875, -0.018239, -0.026594
0.028081, -0.017921, -0.025434
0.028286, -0.017594, -0.024278
0.028491, -0.017260, -0.023125
0.028696, -0.016918, -0.021975
0.028900, -0.016567, -0.020830
0.029104, -0.016207, -0.019688
0.029306, -0.015837, -0.018551
0.029508, -0.015458, -0.017418
0.029709, -0.015069, -0.016290
0.029908, -0.014669, -0.015167
0.030107, -0.014257, -0.014049
0.030303, -0.013834, -0.012936
0.030498, -0.013400, -0.011828
0.030690, -0.012955, -0.010726
0.030879, -0.012497, -0.009628
0.031065, -0.012028, -0.008537
0.031247, -0.011545, -0.007451
0.031427, -0.011048, -0.006372
0.031602, -0.010536, -0.005300
0.031773, -0.010008, -0.004235
0.031939, -0.009466, -0.003177
0.032098, -0.008909, -0.002125
0.032251, -0.008339, -0.001080
0.032396, -0.007757, -0.000039
0.032532, -0.007164, 0.000996
0.032660, -0.006556, 0.002025
0.032780, -0.005928, 0.003044
0.032891, -0.005276, 0.004050
0.032994, -0.004593, 0.005041
0.033086, -0.003876, 0.006015
0.033165, -0.003122, 0.006969
0.033230, -0.002334, 0.007906
0.033278, -0.001508, 0.008823
0.033306, -0.000639, 0.009716
0.033311, 0.000280, 0.010583
0.033288, 0.001257, 0.011418
0.033264, 0.001780, 0.011817
0.033230, 0.002336, 0.012197
0.033182, 0.002943, 0.012550
0.033114, 0.003630, 0.012858
0.033040, 0.004251, 0.013065
0.032996, 0.004580, 0.013158
0.032943, 0.004944, 0.013231
0.032909, 0.005164, 0.013247
0.032887, 0.005300, 0.013240
0.032873, 0.005387, 0.013227
0.032851, 0.005522, 0.013186
0.032812, 0.005751, 0.013026
0.032802, 0.005803, 0.012963
0.032790, 0.005872, 0.012857
0.032775, 0.005956, 0.012674
0.032760, 0.006039, 0.012355
0.032755, 0.006066, 0.012067
0.032765, 0.006011, 0.011550
0.032794, 0.005850, 0.010956
0.032826, 0.005668, 0.010374
0.032861, 0.005465, 0.009803
0.032897, 0.005238, 0.009244
0.032973, 0.004741, 0.008151
0.033043, 0.004221, 0.007070
0.033108, 0.003683, 0.005998
0.033165, 0.003128, 0.004936
0.033214, 0.002558, 0.003880
0.033253, 0.001975, 0.002831
0.033283, 0.001383, 0.001787
0.033303, 0.000783, 0.000747
0.033311, 0.000177, -0.000290
0.033309, -0.000433, -0.001324
0.033295, -0.001045, -0.002358
0.033271, -0.001658, -0.003391
0.033234, -0.002270, -0.004424
0.033187, -0.002880, -0.005458
0.033129, -0.003488, -0.006492
0.033059, -0.004096, -0.007526
0.032978, -0.004702, -0.008560
0.032887, -0.005306, -0.009594
0.032784, -0.005909, -0.010628
0.032670, -0.006510, -0.011662
0.032544, -0.007109, -0.012695
0.032408, -0.007705, -0.013729
0.032261, -0.008299, -0.014763
0.032104, -0.008890, -0.015797
0.031935, -0.009478, -0.016831
0.031756, -0.010063, -0.017865
0.031565, -0.010644, -0.018898
0.031365, -0.011222, -0.019932
0.031153, -0.011796, -0.020966
0.030931, -0.012366, -0.022000
0.030699, -0.012932, -0.023034
0.030457, -0.013494, -0.024068
0.030204, -0.014051, -0.025101
0.029941, -0.014603, -0.026135
0.029667, -0.015150, -0.027169
0.029384, -0.015692, -0.028203
0.029091, -0.016229, -0.029237
0.028782, -0.016772, -0.030264
0.028468, -0.017299, -0.031296
0.028144, -0.017821, -0.032329
0.027811, -0.018336, -0.033362
0.027469, -0.018846, -0.034395
0.027117, -0.019348, -0.035427
0.026756, -0.019845, -0.036460
0.026385, -0.020334, -0.037493
0.026197, -0.020577, -0.038009
0.026006, -0.020817, -0.038525
0.025813, -0.021056, -0.039042
0.025618, -0.021293, -0.039558
