x, y, z
0.026687, -0.024705, -0.042434
0.026824, -0.024557, -0.041788
0.026959, -0.024408, -0.041142
0.027095, -0.024258, -0.040497
0.027230, -0.024106, -0.039851
0.027500, -0.023797, -0.038564
0.027771, -0.023481, -0.037280
0.028042, -0.023156, -0.035999
0.028312, -0.022825, -0.034722
0.028583, -0.022485, -0.033448
0.028853, -0.022138, -0.032178
0.029122, -0.021782, -0.030911
0.029391, -0.021418, -0.029649
0.029659, -0.021046, -0.028390
0.029926, -0.020664, -0.027135
0.030191, -0.020274, -0.025884
0.030456, -0.019875, -0.024637
0.030718, -0.019467, -0.023393
0.030980, -0.019047, -0.022156
0.031240, -0.018617, -0.020923
0.031498, -0.018177, -0.019694
0.031754, -0.017726, -0.018471
0.032008, -0.017263, -0.017253
0.032260, -0.016787, -0.016042
0.032510, -0.016299, -0.014836
0.032756, -0.015798, -0.013636
0.032999, -0.015284, -0.012443
0.033239, -0.014757, -0.011255
0.033473, -0.014216, -0.010074
0.033703, -0.013662, -0.008899
0.033929, -0.013092, -0.007731
0.034148, -0.012507, -0.006571
0.034363, -0.011906, -0.005419
0.034571, -0.011287, -0.004276
0.034772, -0.010651, -0.003141
0.034965, -0.009999, -0.002013
0.035149, -0.009333, -0.000892
0.035323, -0.008653, 0.000222
0.035485, -0.007960, 0.001331
0.035637, -0.007251, 0.002432
0.035778, -0.006521, 0.003521
0.035907, -0.005764, 0.004596
0.036025, -0.004974, 0.005653
0.036130, -0.004146, 0.006688
0.036219, -0.003280, 0.007702
0.036289, -0.002375, 0.008695
0.036339, -0.001431, 0.009664
0.036364, -0.000441, 0.010607
0.036362, 0.000604, 0.011517
0.036327, 0.001711, 0.012391
0.036294, 0.002300, 0.012806
0.036249, 0.002926, 0.013198
0.036188, 0.003605, 0.013559
0.036103, 0.004370, 0.013867
0.036013, 0.005058, 0.014067
0.035960, 0.005422, 0.014154
0.035898, 0.005824, 0.014219
0.035858, 0.006065, 0.014227
0.035832, 0.006214, 0.014214
0.035816, 0.006308, 0.014195
0.035790, 0.006454, 0.014145
0.035745, 0.006698, 0.013959
0.035735, 0.006752, 0.013888
0.035721, 0.006823, 0.013769
0.035705, 0.006907, 0.013565
0.035690, 0.006984, 0.013211
0.035687, 0.007001, 0.012895
0.035702, 0.006920, 0.012331
0.035741, 0.006719, 0.011687
0.035782, 0.006495, 0.011057
0.035826, 0.006249, 0.010439
0.035872, 0.005977, 0.009837
0.035966, 0.005387, 0.008661
0.036052, 0.004772, 0.007498
0.036131, 0.004137, 0.006347
0.036200, 0.003483, 0.005206
0.036258, 0.002814, 0.004074
0.036304, 0.002131, 0.002949
0.036339, 0.001437, 0.001831
0.036360, 0.000735, 0.000717
0.036367, 0.000026, -0.000394
0.036360, -0.000686, -0.001502
0.036340, -0.001401, -0.002608
0.036305, -0.002116, -0.003714
0.036257, -0.002830, -0.004821
0.036194, -0.003542, -0.005927
0.036117, -0.004252, -0.007034
0.036027, -0.004961, -0.008141
0.035923, -0.005667, -0.009249
0.035804, -0.006372, -0.010356
0.035672, -0.007074, -0.011462
0.035526, -0.007773, -0.012569
0.035367, -0.008470, -0.013676
0.035194, -0.009163, -0.014783
0.035007, -0.009853, -0.015890
0.034806, -0.010539, -0.016997
0.034593, -0.011221, -0.018103
0.034366, -0.011898, -0.019210
0.034125, -0.012571, -0.020317
0.033872, -0.013239, -0.021424
0.033605, -0.013902, -0.022531
0.033325, -0.014559, -0.023638
0.033033, -0.015211, -0.024745
0.032728, -0.015857, -0.025852
0.032410, -0.016497, -0.026958
0.032079, -0.017131, -0.028065
0.031737, -0.017758, -0.029172
0.031382, -0.018378, -0.030279
0.031014, -0.018991, -0.031386
0.030628, -0.019608, -0.032485
0.030236, -0.020208, -0.033590
0.029831, -0.020800, -0.034696
0.029416, -0.021384, -0.035801
0.028989, -0.021959, -0.036907
0.028550, -0.022527, -0.038012
0.028101, -0.023085, -0.039118
0.027640, -0.023634, -0.040223
0.027406, -0.023905, -0.040776
0.027169, -0.024174, -0.041329
0.026929, -0.024441, -0.041882
0.026687, -0.024705, -0.042434
