x, y, z
0.126906, -0.066547, -0.016980
0.127124, -0.066130, -0.016628
0.127340, -0.065712, -0.016276
0.127556, -0.065293, -0.015925
0.127770, -0.064873, -0.015575
0.128194, -0.064030, -0.014879
0.128614, -0.063182, -0.014189
0.129030, -0.062329, -0.013504
0.129441, -0.061471, -0.012824
0.129847, -0.060609, -0.012150
0.130248, -0.059741, -0.011481
0.130645, -0.058869, -0.010818
0.131037, -0.057991, -0.010160
0.131424, -0.057109, -0.009509
0.131806, -0.056222, -0.008864
0.132183, -0.055330, -0.008225
0.132555, -0.054432, -0.007592
0.132922, -0.053530, -0.006965
0.133284, -0.052622, -0.006347
0.133641, -0.051708, -0.005736
0.133993, -0.050789, -0.005132
0.134340, -0.049865, -0.004537
0.134681, -0.048935, -0.003950
0.135018, -0.047998, -0.003372
0.135349, -0.047055, -0.002804
0.135675, -0.046107, -0.002245
0.135996, -0.045152, -0.001695
0.136311, -0.044191, -0.001155
0.136621, -0.043223, -0.000625
0.136925, -0.042250, -0.000105
0.137224, -0.041270, 0.000405
0.137517, -0.040282, 0.000902
0.137805, -0.039288, 0.001386
0.138086, -0.038285, 0.001858
0.138362, -0.037276, 0.002316
0.138632, -0.036259, 0.002762
0.138896, -0.035236, 0.003198
0.139153, -0.034207, 0.003625
0.139403, -0.033172, 0.004042
0.139647, -0.032131, 0.004446
0.139884, -0.031080, 0.004834
0.140116, -0.030018, 0.005198
0.140342, -0.028942, 0.005534
0.140563, -0.027850, 0.005837
0.140778, -0.026742, 0.006106
0.140987, -0.025619, 0.006342
0.141189, -0.024479, 0.006543
0.141385, -0.023319, 0.006700
0.141575, -0.022136, 0.006809
0.141759, -0.020927, 0.006859
0.141849, -0.020308, 0.006850
0.141939, -0.019673, 0.006807
0.142028, -0.019016, 0.006713
0.142119, -0.018324, 0.006538
0.142193, -0.017739, 0.006325
0.142231, -0.017439, 0.006199
0.142269, -0.017122, 0.006037
0.142290, -0.016948, 0.005919
0.142302, -0.016849, 0.005833
0.142308, -0.016792, 0.005771
0.142318, -0.016713, 0.005660
0.142327, -0.016634, 0.005404
0.142327, -0.016632, 0.005326
0.142326, -0.016642, 0.005205
0.142321, -0.016685, 0.005018
0.142306, -0.016809, 0.004729
0.142289, -0.016957, 0.004498
0.142248, -0.017299, 0.004144
0.142190, -0.017767, 0.003795
0.142129, -0.018245, 0.003468
0.142066, -0.018731, 0.003162
0.142000, -0.019226, 0.002879
0.141860, -0.020235, 0.002356
0.141711, -0.021253, 0.001855
0.141553, -0.022277, 0.001371
0.141388, -0.023306, 0.000904
0.141213, -0.024340, 0.000451
0.141030, -0.025378, 0.000009
0.140839, -0.026419, -0.000424
0.140640, -0.027461, -0.000850
0.140432, -0.028503, -0.001270
0.140216, -0.029546, -0.001685
0.139993, -0.030589, -0.002099
0.139761, -0.031629, -0.002512
0.139522, -0.032668, -0.002925
0.139275, -0.033705, -0.003339
0.139021, -0.034740, -0.003754
0.138759, -0.035773, -0.004168
0.138489, -0.036804, -0.004583
0.138211, -0.037832, -0.004998
0.137926, -0.038859, -0.005412
0.137633, -0.039884, -0.005826
0.137333, -0.040907, -0.006240
0.137025, -0.041927, -0.006654
0.136709, -0.042945, -0.007069
0.136386, -0.043960, -0.007483
0.136055, -0.044973, -0.007897
0.135717, -0.045984, -0.008312
0.135371, -0.046992, -0.008726
0.135018, -0.047998, -0.009140
0.134657, -0.049000, -0.009554
0.134289, -0.050000, -0.009969
0.133914, -0.050998, -0.010383
0.133531, -0.051992, -0.010797
0.133140, -0.052984, -0.011211
0.132742, -0.053973, -0.011626
0.132337, -0.054958, -0.012040
0.131925, -0.055941, -0.012454
0.131505, -0.056921, -0.012868
0.131076, -0.057902, -0.013270
0.130642, -0.058876, -0.013682
0.130200, -0.059847, -0.014094
0.129751, -0.060814, -0.014507
0.129294, -0.061779, -0.014919
0.128831, -0.062739, -0.015331
0.128360, -0.063696, -0.015743
0.127883, -0.064650, -0.016155
0.127641, -0.065126, -0.016361
0.127398, -0.065600, -0.016567
0.127153, -0.066074, -0.016774
0.126906, -0.066547, -0.016980
