x, y, z
0.076822, -0.007209, -0.000363
0.076825, -0.007175, -0.000349
0.076834, -0.007082, -0.000308
0.076846, -0.006944, -0.000245
0.076863, -0.006763, -0.000174
0.076882, -0.006536, -0.000099
0.076905, -0.006262, -0.000016
0.076930, -0.005945, 0.000073
0.076957, -0.005590, 0.000169
0.076984, -0.005204, 0.000270
0.077011, -0.004790, 0.000374
0.077037, -0.004355, 0.000478
0.077061, -0.003904, 0.000585
0.077083, -0.003443, 0.000687
0.077102, -0.002978, 0.000782
0.077119, -0.002514, 0.000868
0.077132, -0.002055, 0.000940
0.077143, -0.001606, 0.000996
0.077151, -0.001170, 0.001032
0.077156, -0.000747, 0.001046
0.077159, -0.000339, 0.001039
0.077160, 0.000052, 0.001012
0.077158, 0.000425, 0.000969
0.077156, 0.000776, 0.000911
0.077152, 0.001100, 0.000841
0.077147, 0.001395, 0.000761
0.077142, 0.001657, 0.000673
0.077137, 0.001882, 0.000580
0.077132, 0.002070, 0.000482
0.077128, 0.002217, 0.000382
0.077125, 0.002324, 0.000284
0.077123, 0.002362, 0.000236
0.077122, 0.002392, 0.000182
0.077122, 0.002403, 0.000150
0.077122, 0.002405, 0.000114
0.077122, 0.002400, 0.000101
0.077123, 0.002388, 0.000081
0.077123, 0.002363, 0.000053
0.077125, 0.002310, 0.000011
0.077127, 0.002253, -0.000024
0.077131, 0.002100, -0.000094
0.077136, 0.001900, -0.000161
0.077142, 0.001654, -0.000224
0.077148, 0.001364, -0.000281
0.077153, 0.001035, -0.000334
0.077157, 0.000671, -0.000381
0.077159, 0.000277, -0.000421
0.077159, -0.000142, -0.000450
0.077157, -0.000584, -0.000466
0.077152, -0.001047, -0.000468
0.077144, -0.001529, -0.000454
0.077133, -0.002031, -0.000427
0.077117, -0.002549, -0.000394
0.077098, -0.003076, -0.000360
0.077075, -0.003605, -0.000329
0.077049, -0.004127, -0.000303
0.077020, -0.004633, -0.000284
0.076990, -0.005116, -0.000274
0.076959, -0.005564, -0.000282
0.076928, -0.005973, -0.000292
0.076899, -0.006332, -0.000310
0.076874, -0.006636, -0.000332
0.076852, -0.006880, -0.000355
0.076836, -0.007059, -0.000376
0.076826, -0.007170, -0.000394
0.076822, -0.007207, -0.000401
