x, y, z
0.022693, -0.016853, -0.003792
0.022742, -0.016787, -0.003744
0.022872, -0.016610, -0.003602
0.023061, -0.016346, -0.003389
0.023305, -0.015995, -0.003137
0.023610, -0.015543, -0.002856
0.023967, -0.014986, -0.002539
0.024364, -0.014332, -0.002187
0.024787, -0.013586, -0.001804
0.025224, -0.012757, -0.001395
0.025661, -0.011853, -0.000968
0.026087, -0.010885, -0.000530
0.026489, -0.009866, -0.000082
0.026859, -0.008808, 0.000359
0.027191, -0.007722, 0.000785
0.027480, -0.006622, 0.001185
0.027722, -0.005520, 0.001550
0.027918, -0.004428, 0.001870
0.028067, -0.003352, 0.002135
0.028173, -0.002297, 0.002340
0.028238, -0.001269, 0.002485
0.028265, -0.000272, 0.002573
0.028258, 0.000686, 0.002611
0.028222, 0.001592, 0.002606
0.028161, 0.002436, 0.002559
0.028084, 0.003207, 0.002475
0.027997, 0.003896, 0.002358
0.027907, 0.004496, 0.002211
0.027821, 0.005000, 0.002039
0.027745, 0.005405, 0.001847
0.027685, 0.005706, 0.001642
0.027661, 0.005818, 0.001536
0.027641, 0.005914, 0.001413
0.027632, 0.005954, 0.001335
0.027628, 0.005972, 0.001246
0.027630, 0.005966, 0.001212
0.027635, 0.005943, 0.001156
0.027645, 0.005893, 0.001077
0.027670, 0.005779, 0.000948
0.027696, 0.005652, 0.000837
0.027765, 0.005301, 0.000600
0.027851, 0.004830, 0.000351
0.027946, 0.004242, 0.000095
0.028044, 0.003541, -0.000166
0.028134, 0.002739, -0.000431
0.028206, 0.001843, -0.000693
0.028253, 0.000866, -0.000950
0.028266, -0.000179, -0.001191
0.028237, -0.001287, -0.001408
0.028160, -0.002450, -0.001596
0.028028, -0.003663, -0.001753
0.027834, -0.004924, -0.001886
0.027574, -0.006218, -0.002010
0.027247, -0.007522, -0.002135
0.026858, -0.008811, -0.002267
0.026415, -0.010062, -0.002409
0.025930, -0.011253, -0.002565
0.025420, -0.012363, -0.002732
0.024904, -0.013370, -0.002930
0.024402, -0.014267, -0.003120
0.023934, -0.015038, -0.003307
0.023521, -0.015676, -0.003484
0.023179, -0.016178, -0.003639
0.022921, -0.016542, -0.003765
0.022760, -0.016762, -0.003855
0.022706, -0.016836, -0.003888
