x, y, z
0.035437, -0.013845, -0.002074
0.035460, -0.013784, -0.002041
0.035524, -0.013619, -0.001942
0.035617, -0.013374, -0.001792
0.035736, -0.013052, -0.001618
0.035883, -0.012642, -0.001426
0.036055, -0.012143, -0.001212
0.036245, -0.011564, -0.000976
0.036447, -0.010911, -0.000720
0.036654, -0.010195, -0.000448
0.036860, -0.009423, -0.000165
0.037059, -0.008607, 0.000124
0.037246, -0.007758, 0.000418
0.037417, -0.006884, 0.000707
0.037570, -0.005997, 0.000982
0.037701, -0.005106, 0.001238
0.037810, -0.004221, 0.001467
0.037897, -0.003351, 0.001662
0.037963, -0.002499, 0.001814
0.038008, -0.001669, 0.001923
0.038035, -0.000865, 0.001986
0.038045, -0.000088, 0.002006
0.038039, 0.000657, 0.001990
0.038021, 0.001359, 0.001942
0.037992, 0.002011, 0.001866
0.037956, 0.002606, 0.001764
0.037916, 0.003137, 0.001640
0.037875, 0.003598, 0.001497
0.037836, 0.003984, 0.001339
0.037802, 0.004292, 0.001171
0.037776, 0.004519, 0.000998
0.037766, 0.004602, 0.000910
0.037757, 0.004671, 0.000810
0.037754, 0.004699, 0.000748
0.037753, 0.004710, 0.000677
0.037753, 0.004703, 0.000651
0.037756, 0.004683, 0.000610
0.037761, 0.004639, 0.000550
0.037773, 0.004543, 0.000456
0.037785, 0.004438, 0.000376
0.037818, 0.004152, 0.000210
0.037858, 0.003771, 0.000040
0.037902, 0.003299, -0.000130
0.037946, 0.002741, -0.000298
0.037987, 0.002103, -0.000465
0.038020, 0.001396, -0.000625
0.038040, 0.000626, -0.000777
0.038045, -0.000196, -0.000914
0.038030, -0.001064, -0.001029
0.037994, -0.001976, -0.001119
0.037932, -0.002927, -0.001183
0.037843, -0.003918, -0.001225
0.037723, -0.004939, -0.001258
0.037573, -0.005976, -0.001290
0.037394, -0.007010, -0.001328
0.037189, -0.008025, -0.001375
0.036964, -0.009004, -0.001433
0.036727, -0.009928, -0.001505
0.036486, -0.010780, -0.001604
0.036249, -0.011550, -0.001702
0.036028, -0.012223, -0.001804
0.035832, -0.012787, -0.001905
0.035668, -0.013236, -0.001996
0.035545, -0.013565, -0.002072
0.035467, -0.013766, -0.002128
0.035441, -0.013834, -0.002150
