x, y, z
0.033472, -0.014343, -0.002282
0.033498, -0.014281, -0.002246
0.033570, -0.014112, -0.002141
0.033674, -0.013861, -0.001983
0.033808, -0.013531, -0.001799
0.033974, -0.013110, -0.001595
0.034167, -0.012598, -0.001368
0.034381, -0.012002, -0.001117
0.034608, -0.011330, -0.000844
0.034841, -0.010591, -0.000555
0.035073, -0.009795, -0.000253
0.035298, -0.008952, 0.000055
0.035509, -0.008074, 0.000369
0.035703, -0.007169, 0.000677
0.035875, -0.006250, 0.000972
0.036024, -0.005326, 0.001246
0.036148, -0.004408, 0.001492
0.036246, -0.003503, 0.001702
0.036321, -0.002618, 0.001869
0.036373, -0.001755, 0.001989
0.036404, -0.000918, 0.002061
0.036415, -0.000108, 0.002089
0.036409, 0.000667, 0.002079
0.036389, 0.001399, 0.002035
0.036356, 0.002079, 0.001961
0.036315, 0.002699, 0.001859
0.036270, 0.003253, 0.001735
0.036223, 0.003734, 0.001590
0.036180, 0.004138, 0.001429
0.036141, 0.004459, 0.001256
0.036111, 0.004697, 0.001078
0.036100, 0.004784, 0.000987
0.036090, 0.004857, 0.000884
0.036086, 0.004886, 0.000819
0.036085, 0.004898, 0.000746
0.036085, 0.004891, 0.000719
0.036088, 0.004870, 0.000675
0.036094, 0.004825, 0.000613
0.036107, 0.004727, 0.000514
0.036121, 0.004618, 0.000430
0.036158, 0.004321, 0.000254
0.036203, 0.003927, 0.000074
0.036253, 0.003437, -0.000107
0.036303, 0.002857, -0.000287
0.036349, 0.002195, -0.000466
0.036386, 0.001459, -0.000640
0.036409, 0.000659, -0.000804
0.036415, -0.000196, -0.000954
0.036399, -0.001100, -0.001081
0.036358, -0.002048, -0.001183
0.036288, -0.003039, -0.001257
0.036187, -0.004069, -0.001309
0.036052, -0.005132, -0.001352
0.035882, -0.006209, -0.001395
0.035680, -0.007283, -0.001443
0.035448, -0.008336, -0.001501
0.035195, -0.009350, -0.001571
0.034926, -0.010307, -0.001653
0.034654, -0.011188, -0.001764
0.034388, -0.011982, -0.001873
0.034138, -0.012675, -0.001985
0.033917, -0.013256, -0.002095
0.033733, -0.013718, -0.002194
0.033594, -0.014055, -0.002277
0.033506, -0.014262, -0.002337
0.033477, -0.014332, -0.002360
